,App,Size,Price,user_rating,Ratings,cont_rating,Genre,language
350,Plants vs. Zombies HD,225859584,0.99,163598,5.0,9+,Games,5
351,SCRABBLE Premium for iPad,229992448,9.99,39678,3.5,4+,Games,6
352,Graphic - illustration and design,32604160,8.99,1809,4.5,4+,Productivity,1
353,Ship Finder,22948864,4.99,624,3.5,4+,Navigation,1
354,Photogene ⁴,35422208,2.99,3761,4.5,4+,Photo & Video,1
355,Hurricane HD,32083968,3.99,353,4.0,12+,Weather,1
356,Star Walk HD - Night Sky Map,150221824,4.99,6503,4.5,4+,Education,12
357,Space War HD,30270464,0.99,71,3.0,4+,Games,4
358,Netflix,125016064,0.0,308844,3.5,4+,Entertainment,20
359,forScore,35717120,9.99,3909,4.5,4+,Music,14
360,ComicGlass [ComicReader],31955968,2.99,308,4.5,12+,Utilities,7
361,iAnnotate PDF,44099584,9.99,11156,4.5,4+,Productivity,1
362,ArtStudio for iPad - Draw Sketch and Paint,34310144,4.99,8542,4.5,4+,Photo & Video,1
363,Call of Duty: Zombies HD,35602607,4.99,5853,3.5,17+,Games,1
364,Small World 2,234123264,1.99,1506,4.0,9+,Games,6
365,Qzone,133874688,0.0,1649,3.5,4+,Social Networking,3
366,ABC – Watch Live TV & Stream Full Episodes,85724160,0.0,78890,3.0,12+,Entertainment,1
367,Fieldrunners for iPad,219693056,3.99,2147,4.0,9+,Games,1
368,Angry Birds HD,176164864,0.0,89110,4.5,4+,Games,10
369,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",59101184,0.0,208648,4.0,4+,Weather,1
370,Do Not Press The Red Button HD,10907191,1.99,856,2.5,12+,Entertainment,1
371,"Digits, the calculator for humans",4177920,3.99,7825,4.5,4+,Productivity,1
372,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",62978048,9.99,7033,4.0,4+,Business,11
373,National Geographic World Atlas,66138112,1.99,4255,4.0,4+,Reference,1
374,FileBrowser - Access files on remote computers,68073472,5.99,3230,4.5,4+,Utilities,7
375,Dictionary.com Dictionary & Thesaurus for iPad,165748736,0.0,54175,4.5,4+,Reference,9
376,Animation & Drawing by Do Ink,33857536,4.99,308,4.0,4+,Education,1
377,AirCoaster - Roller Coaster Builder,22763520,0.99,2602,3.0,9+,Games,1
378,"Documents 6 - File manager, PDF reader and browser",107259904,0.0,29110,4.5,17+,Productivity,9
379,The World Factbook for iPad,73224192,1.99,273,3.5,4+,Reference,1
380,Photo Transfer App - Easy backup of photos+videos,45182976,0.0,15654,4.5,4+,Photo & Video,2
381,TwitCasting Viewer - Watch Live Video & Radio,16292864,0.0,189,2.5,12+,Entertainment,9
382,Ski Tracks,24851456,0.99,829,4.5,4+,Navigation,7
383,The Photographer's Ephemeris,58463232,8.99,663,5.0,4+,Photo & Video,1
384,▻Sudoku,71002112,0.0,359832,4.5,4+,Games,7
385,"StubHub - Tickets to Sports, Concerts and Theatre",112609280,0.0,9011,3.5,4+,Entertainment,6
386,"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,4.99,17667,4.5,4+,Health & Fitness,15
387,OverDrive – Library eBooks and Audiobooks,39844864,0.0,65450,4.0,4+,Book,18
388,Hotels & Vacation Rentals by Booking.com,105609216,0.0,31261,4.5,4+,Travel,40
389,The Impossible Game,14160896,0.99,9885,4.0,4+,Games,1
390,PrankDial - #1 Prank Call App,112515072,0.0,11091,3.0,4+,Entertainment,6
391,Fox News,64705536,0.0,132703,4.0,4+,News,1
392,Live Cams - HD,37161984,4.99,286,2.5,4+,Travel,1
393,QR Reader for iPhone,54776832,0.0,12683,4.0,12+,Utilities,29
394,Uber,283852800,0.0,49466,3.0,4+,Travel,41
395,WEB.DE Mail,101923840,0.0,168,4.0,4+,Productivity,2
396,iBunkoHD,40479744,6.99,114,4.0,17+,Book,3
397,Hurricane Tracker For iPad,10612736,2.99,2798,4.5,4+,Weather,1
398,"6play, TV en direct et en replay",94592000,0.0,62,3.5,4+,Entertainment,1
399,AudioNote - Notepad and Voice Recorder,33213440,9.99,1756,4.0,4+,Business,5
400,Breathing Zone: Guided Breathing for Mindfulness,37140480,3.99,511,4.5,4+,Health & Fitness,1
401,My Virtual Girlfriend - Deluxe Dating Sim,144180224,0.99,2609,3.5,17+,Games,1
402,Fake-A-Location Free ™,7689537,0.0,354,1.5,4+,Social Networking,1
403,QQ 浏览器-搜新闻、选小说漫画、看视频,119812096,0.0,1750,3.5,17+,Utilities,1
404,Math Ninja HD,25137152,1.99,1121,4.5,9+,Games,1
405,Résultats Foot en Direct,65074176,0.0,339,4.5,4+,Sports,1
406,Chase Mobile,34950144,0.0,34322,4.5,4+,Finance,1
407,Captio - Email yourself with 1 tap,19054592,1.99,162,4.5,4+,Productivity,3
408,My Vodafone,83575808,0.0,8,3.0,4+,Utilities,1
409,Math Bingo,14602240,2.99,4386,4.5,4+,Education,1
410,▻Sudoku +,61595648,4.99,5397,5.0,4+,Games,7
411,"Tango - Free Video Call, Voice and Chat",134848512,0.0,75412,4.5,17+,Social Networking,18
412,MeetMe - Chat and Meet New People,133956608,0.0,97072,4.0,17+,Social Networking,18
413,WebMD for iPad,17613824,0.0,9142,3.5,12+,Health & Fitness,1
414,GeoBee Challenge HD by National Geographic,35975168,1.99,1957,4.5,4+,Games,1
415,"OPlayer HD - video player, classic media streaming",127020032,4.99,2944,4.0,17+,Entertainment,29
416,TouchRetouch,27962368,1.99,588,4.0,4+,Photo & Video,14
417,Cat Physics,14824448,1.99,40552,4.5,4+,Games,1
418,随手记（专业版）-好用的记账理财工具,83899392,0.99,1267,4.5,4+,Finance,3
419,AnkiMobile Flashcards,19371008,24.99,753,4.0,4+,Education,1
420,WeatherPro for iPad,59475968,2.99,725,4.0,4+,Weather,13
421,Real英会話,80203776,3.99,45,4.5,12+,Education,1
422,BATTLE BEARS -1,227403527,0.99,14910,4.0,12+,Games,1
423,Crash Bandicoot Nitro Kart 2,75254654,2.99,3064,3.5,9+,Games,1
424,WIRED Magazine,23879680,0.0,12074,2.5,17+,News,1
425,Popplet,4893696,4.99,336,4.0,4+,Productivity,1
426,Notes Plus,109620224,9.99,6257,4.0,4+,Productivity,11
427,Color Splash for iPad,18752512,1.99,2445,4.5,4+,Photo & Video,1
428,Robot Unicorn Attack,52117504,0.99,22150,4.0,9+,Games,1
429,SimSimi,31358976,0.0,23530,4.0,17+,Social Networking,25
430,Carcassonne,359192576,9.99,10846,4.5,4+,Games,2
431,Apple Store,70782976,0.0,55171,3.5,4+,Shopping,21
432,TED,84056064,0.0,5782,3.5,12+,Education,22
433,Météo-France,124090368,0.0,24,3.5,4+,Weather,3
434,Ma Banque,137866240,0.0,17,3.5,4+,Finance,1
435,Doodle God™,121715712,1.99,35759,4.5,12+,Games,13
436,Carnivores: Dinosaur Hunter Pro,304654336,2.99,18306,4.0,12+,Games,4
437,Blackboard Mobile Learn™,51179520,0.0,13567,2.0,4+,Education,14
438,"SEC Football Schedules, Scores & Radio",60380160,1.99,240,3.0,4+,Sports,1
439,Hulu: Watch TV Shows & Stream the Latest Movies,99568640,0.0,56170,2.0,12+,Entertainment,2
440,かなもじ,61272064,3.99,19,4.5,4+,Education,2
441,恵方コンパス.,41207059,0.0,0,0.0,4+,Navigation,1
442,360 Panorama,7954432,1.99,10463,4.5,4+,Photo & Video,3
443,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,0.0,1255,4.5,12+,Lifestyle,1
444,Cake Doodle,99558400,0.99,5803,4.0,4+,Games,1
445,The Impossible Quiz! for iPad,16857290,1.99,227,4.0,9+,Games,1
446,Boating USA,111196160,9.99,342,3.5,4+,Navigation,5
447,Diptic,36705280,2.99,7578,4.5,4+,Photo & Video,1
448,Family Feud™ HD,79312792,6.99,1156,3.5,4+,Games,1
449,Edmodo,127939584,0.0,7197,3.5,4+,Education,4
450,Auto Palmistry Premium,44349440,2.99,5,3.0,4+,Entertainment,3
451,Drift Mania Championship,1178477568,0.99,3432,3.0,4+,Games,10
452,「宅建士」過去問題《受験用》,24444928,3.99,0,0.0,4+,Education,1
453,Osmos for iPad,41772032,4.99,24306,4.5,4+,Games,9
454,携程旅行-酒店、机票、火车票预订助手,144488448,0.0,312,3.5,17+,Travel,1
455,"Audible – audio books, original series & podcasts",81558528,0.0,105274,4.5,4+,Book,5
456,Living Earth - Clock & Weather,169009152,2.99,25475,4.5,4+,Utilities,11
457,Sushi Cat,62373888,0.99,8718,4.0,4+,Games,1
458,Talking Tom Cat for iPad,75417600,0.0,29492,3.5,4+,Entertainment,13
459,Let's create! Pottery HD,175157248,4.99,12787,4.5,4+,Entertainment,1
460,Files HD Pro - File Manager & Web Browser,28118016,4.99,2237,4.0,17+,Utilities,2
461,Army Fitness APFT Calculator,15759360,0.99,108,4.0,4+,Utilities,1
462,Ringtones for iPhone & Ringtone Maker,109270016,0.0,25403,4.5,12+,Music,9
463,Zoopla Property Search -UK Homes for Sale and Rent,59411456,0.0,210,3.5,4+,Lifestyle,1
464,Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,0.0,169,4.0,4+,Shopping,5
465,Week Calendar,81845248,1.99,7447,4.5,4+,Productivity,29
466,Stack the States®,132377600,2.99,12833,4.5,4+,Education,1
467,Flashlight Ⓞ,42027008,0.0,130450,5.0,4+,Utilities,22
468,ゲーム発展国＋＋,191410176,4.99,6,4.0,4+,Games,1
469,Celebtwin: Celebrity Looks Like Lite,81773568,0.0,1111,1.5,4+,Lifestyle,12
470,Onefootball - Soccer Scores & Live News,113814528,0.0,3194,4.5,12+,Sports,13
471,SuperCam_Pro,27815936,1.99,1399,2.5,4+,Business,7
472,カロリー管理（痩せるアプリ）,44402688,3.99,10,4.5,17+,Health & Fitness,1
473,手机百度 - 百度一下你就得到,226406400,0.0,1990,4.5,17+,Utilities,1
474,Sam's Club: Wholesale Shopping & Bulk Buy Deals,113119232,0.0,8149,4.0,4+,Shopping,1
475,Splashtop Personal - Remote Desktop,55986176,4.99,29376,4.5,4+,Business,11
476,eBay Kleinanzeigen - Free. Easy. Local.,63022080,0.0,74,4.5,4+,Shopping,1
477,Viber Messenger – Text & Call,129657856,0.0,164249,4.5,4+,Social Networking,32
478,Osmos,33989632,2.99,14605,4.5,4+,Games,9
479,shopkick - Shopping Rewards & Discounts,74822656,0.0,130823,4.5,4+,Shopping,2
480,Decide Now!,3462144,0.99,486,4.5,4+,Entertainment,9
481,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,0.99,8946,4.5,4+,Music,1
482,The Secret of Grisly Manor,51794944,0.99,1993,4.0,4+,Games,7
483,"Find My Family, Friends & iPhone - Life360 Locator",154507264,0.0,43877,4.5,4+,Social Networking,13
484,Pocketbooth - the photo booth in your pocket,72586240,0.99,2377,4.5,4+,Photo & Video,1
485,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,0.0,1590,4.5,17+,Entertainment,2
486,The Incident,19534848,0.99,2070,4.0,4+,Games,1
487,ホットペッパービューティー/サロン予約,65892352,0.0,9,4.0,4+,Lifestyle,1
488,Dictionary.com Dictionary & Thesaurus Premium,108836864,3.99,11530,4.5,4+,Reference,1
489,Autohome-Find new＆Used Cars For Sale,89219072,0.0,194,4.0,17+,Lifestyle,2
490,OPEN Forum,83138560,0.0,200,3.5,4+,Business,1
491,Weibo HD,104387584,0.0,16772,4.5,4+,Social Networking,3
492,Reckless Racing HD,77139968,0.99,9,4.0,4+,Games,5
493,Bloons Super Monkey,28566528,0.99,2113,3.5,4+,Games,1
494,Lotto Results - Mega Millions Powerball Lottery,7990272,0.0,794,4.0,12+,News,1
495,IKEA Catalog,122979328,0.0,8939,4.0,4+,Lifestyle,29
496,QQ安全中心,32918528,0.0,308,3.5,17+,Utilities,1
497,Free IQ Test: Calculate your IQ,4034560,0.0,5,2.0,4+,Education,2
498,Infinity Blade,624107810,0.99,326482,5.0,12+,Games,13
499,淘宝 - 随时随地，想淘就淘,309673984,0.0,3801,4.0,4+,Shopping,1
500,Virtual Regatta Offshore,123541504,0.0,209,3.5,4+,Games,1
501,iSlash,27619328,0.99,33868,4.5,4+,Games,1
502,Ugly Meter™,30441472,0.99,13741,3.5,9+,Entertainment,1
503,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",100551680,0.0,18418,4.5,4+,Reference,16
504,Carbs & Cals - Diet & Diabetes,209295360,4.99,21,1.5,4+,Health & Fitness,1
505,2XL Supercross HD,270729216,4.99,1588,3.5,4+,Games,7
506,Fly Delta,140803072,0.0,8094,3.0,4+,Travel,1
507,Google Authenticator,17235968,0.0,1652,3.0,4+,Utilities,32
508,CamScanner +| PDF Document Scanner and OCR,98450432,0.99,5482,4.5,4+,Productivity,14
509,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,685733888,13.99,611,4.5,12+,Medical,1
510,"Flashlight for iPhone , iPod and iPad",64041984,0.0,26697,4.5,4+,Utilities,1
511,赶集网-工作生活啥都有！,106115072,0.0,317,4.0,17+,Lifestyle,1
512,The Sims 3 Ambitions,444821504,4.99,14202,3.5,12+,Games,10
513,Bookshelf,106445824,0.0,2064,2.5,4+,Education,32
514,QQ同步助手-新机一键换机必备工具,72941568,0.0,746,4.5,4+,Utilities,1
515,Der Feueralarm,30711808,0.99,0,0.0,12+,Entertainment,1
516,POF - Best Dating App for Conversations,59248640,0.0,52642,3.5,17+,Social Networking,31
517,NFL,131428352,0.0,27317,2.5,4+,Sports,1
518,Vernier Video Physics,40472576,4.99,76,4.0,4+,Education,5
519,Instagram,113954816,0.0,2161558,4.5,12+,Photo & Video,29
520,"Due — Reminders, Countdown Timers",32130048,4.99,2554,4.5,4+,Productivity,17
521,UFO on Tape,35359744,0.99,1058,3.5,4+,Games,1
522,Catan HD,812010496,1.99,10382,4.0,4+,Games,6
523,Polar Plunge ™,3700705,0.99,1428,3.5,4+,Games,1
524,Sunday Ticket,92392448,0.0,3134,2.5,4+,Entertainment,1
525,央视影音HD-海量央视内容高清直播,64325632,0.0,596,2.5,4+,Entertainment,3
526,Neuroshima Hex,511094784,4.99,4378,4.5,9+,Games,1
527,"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",25960448,4.99,280,4.0,4+,Navigation,6
528,ArtRage,58826752,4.99,1045,4.0,4+,Entertainment,7
529,Sleep Talk Recorder,25309184,0.0,1110,4.5,17+,Utilities,31
530,Spider Solitaire by MobilityWare,39446528,4.99,11154,4.5,4+,Games,3
531,iSleeping by iSommeil SARL,24419328,0.0,0,0.0,4+,Medical,3
532,中国建设银行,209245184,0.0,258,2.0,17+,Finance,1
533,Lane Splitter,106458112,0.99,44567,4.5,4+,Games,1
534,Ryder Cup 2016 – Hazeltine National Golf Club,116247552,0.0,3818,2.5,4+,Sports,1
535,Noteshelf,117406720,9.99,7562,4.5,4+,Productivity,7
536,The Legend of Spookley the Square Pumpkin,36942848,2.99,120,4.5,4+,Book,1
537,BUBBLE BOBBLE DOUBLE,56954817,4.99,206,3.0,4+,Games,1
538,Paprika Recipe Manager,10432512,4.99,1755,4.5,17+,Food & Drink,16
539,ToonCamera,29494272,1.99,1037,4.5,4+,Photo & Video,13
540,Sonic The Hedgehog 4™ Episode I,124710912,2.99,4755,4.0,9+,Games,1
541,Cisco AnyConnect,46872576,0.0,825,3.5,4+,Business,1
542,GroupMe,66864128,0.0,28260,4.5,4+,Social Networking,14
543,招商银行,154910720,0.0,306,3.5,12+,Finance,2
544,Jenga,97562624,0.0,32527,4.5,4+,Games,1
545,"Zappos: shop shoes & clothes, fast free shipping",70325248,0.0,103655,5.0,4+,Shopping,1
546,"Printer Pro - Print photos, pdf and emails",98820096,6.99,15981,4.5,4+,Productivity,9
547,Sephora Makeup & Beauty App – Insider Tips & Style,147001344,0.0,15593,4.5,4+,Shopping,1
548,欧路英语词典 Eudic 增强版,152671232,2.99,206,4.0,17+,Reference,3
549,爱奇艺 - 电视剧电影综艺娱乐视频播放器,235160576,0.0,786,3.5,17+,Entertainment,2
550,Mathmateer®,26029056,1.99,1207,4.5,4+,Education,1
551,Battleheart,275481600,2.99,6879,4.5,9+,Games,1
552,Youku HD,145140736,0.0,5683,4.0,12+,Entertainment,1
553,Bowitter for iPhone,3174400,0.99,0,0.0,4+,Social Networking,2
554,Need for Speed™ Hot Pursuit,1269152768,4.99,5059,4.0,4+,Games,8
555,Instant Heart Rate+: Heart Rate & Pulse Monitor,189514752,4.99,10158,4.5,4+,Health & Fitness,31
556,去哪儿旅行-预订机票酒店火车票特价旅游自由行,131723264,0.0,291,4.0,17+,Travel,1
557,NOAA Hurricane Center,8069120,1.99,31,3.0,4+,Weather,1
558,CVS Pharmacy,129167360,0.0,35981,4.0,12+,Shopping,1
559,Age of Zombies™,53805056,0.99,14493,4.5,12+,Games,1
560,AVPlayer,39790592,2.99,853,4.0,17+,Entertainment,11
561,土豆视频HD—高清影视综艺视频播放器,68668416,0.0,990,3.0,12+,Entertainment,1
562,土豆（短视频分享平台）,88601600,0.0,676,3.0,12+,Entertainment,1
563,Spider Solitaire Free by MobilityWare,91588608,0.0,128739,4.5,4+,Games,3
564,The Calculator,71177216,2.99,1556,4.5,4+,Utilities,11
565,Game Dev Story,191455232,4.99,12331,4.5,4+,Games,5
566,French Words for Kids - Learn Letter Sounds,35518464,3.99,22,4.5,4+,Education,2
567,Death Worm,29303808,0.99,6527,4.0,12+,Games,1
568,Cartoon Wars 2: Heroes,42482779,0.99,13049,4.5,12+,Games,1
569,MSNBC,92997632,0.0,3692,3.5,12+,News,1
570,Super Stickman Golf,88879104,2.99,41446,4.5,4+,Games,1
571,Black Friday 2017 Ads App - BlackFriday.fm,23296000,0.0,8221,4.5,4+,Shopping,1
572,Hotel Dash Deluxe,50085888,0.99,36190,4.5,4+,Games,1
573,Backbreaker 2: Vengeance,83214336,0.99,14491,4.5,4+,Games,1
574,The Calculator - Free and Easy Calculating!,84945920,0.0,99244,4.5,4+,Utilities,11
575,出会い系アプリ i-Mail（アイメール）,3833856,0.0,0,0.0,17+,Social Networking,1
576,Angry Birds Seasons HD,710486016,0.0,75714,4.0,4+,Games,1
577,Gravity Guy,22577152,0.99,35161,4.5,9+,Games,1
578,"Fooducate - Lose Weight, Eat Healthy,Get Motivated",48590848,0.0,11875,4.5,4+,Health & Fitness,1
579,招商银行信用卡掌上生活,160764928,0.0,122,2.5,17+,Finance,1
580,myChevrolet,85515264,0.0,1083,2.0,17+,Lifestyle,4
581,Puzzle Quest 2,1319796736,2.99,1575,3.5,12+,Games,1
582,Mountain Biker,165394432,1.99,24,3.5,4+,Games,8
583,Yurekuru Call,56609792,0.0,53,4.0,4+,Weather,2
584,Stratego® Single Player,195406848,2.99,739,3.5,4+,Games,1
585,Text Free: Free Texting + Calling + MMS,136184832,0.0,100477,4.0,4+,Lifestyle,1
586,腾讯新闻-头条新闻热点资讯掌上阅读软件,114878464,0.0,718,4.0,12+,News,1
587,Merriam-Webster Dictionary,155593728,0.0,16849,4.5,4+,Reference,12
588,中国银行手机银行,251711488,0.0,192,1.5,4+,Finance,1
589,Learn English quickly with MosaLingua,51665920,4.99,7,5.0,12+,Education,5
590,Reiner Knizia's Ra,34992128,3.99,1114,4.5,4+,Games,1
591,Guitar Pro,34405376,6.99,1218,4.0,4+,Music,12
592,Flick Golf!,59663360,0.99,9948,4.5,4+,Games,1
593,DirectVR Remote for DirecTV,7497728,0.99,528,4.0,4+,Utilities,1
594,World of Goo,119131136,4.99,4675,4.5,4+,Games,1
595,Airbnb,243776512,0.0,22302,4.0,4+,Travel,29
596,UPAD 3,34397184,5.99,3849,4.0,4+,Productivity,2
597,Tagesschau,83928064,0.0,233,4.0,12+,News,1
598,iExit Interstate Exit Guide,9784320,0.0,1798,4.5,4+,Travel,1
599,Genius Scan+ - PDF Scanner,43338752,7.99,916,4.5,4+,Business,10
600,iSafe Pro,95949824,0.99,2956,4.5,17+,Utilities,32
601,NBA JAM by EA SPORTS™,410202112,4.99,21648,4.0,4+,Games,8
602,iHandy Translator Pro,30382080,2.99,5163,4.5,4+,Reference,11
603,AR Missile - Automatic Target Tracking,17178624,0.99,49,4.5,4+,Entertainment,2
604,"QuakeFeed Earthquake Map, Alerts, and News",70262784,0.0,6081,4.5,4+,Weather,1
605,Dungeon Raid,11911065,0.99,4401,5.0,9+,Games,1
606,Badoo Premium - Meet new people. Extra features.,157370368,2.99,2231,4.5,17+,Social Networking,30
607,Fruit Ninja®,163801088,0.0,327025,4.5,4+,Games,13
608,LEGO Harry Potter: Years 1-4,475697678,4.99,10463,4.0,9+,Games,1
609,Rat On A Skateboard,9458688,1.99,28672,4.5,4+,Games,1
610,iTrackBites Plus - Smart Weight Loss Tracker & Points Calculator for Diet Nutrition Watchers,67922944,3.99,4716,4.5,12+,Health & Fitness,1
611,Pocket God: Journey To Uranus,118435840,1.99,6278,3.5,9+,Games,1
612,ファッション通販 ZOZOTOWN,43611136,0.0,0,0.0,4+,Shopping,2
613,Bloons TD 4,23447492,2.99,8304,4.5,4+,Games,1
614,Cartoon Network App – Teen Titans Go! And more!,101873664,0.0,15984,3.0,9+,Entertainment,1
615,SkyView® - Explore the Universe,93429760,1.99,5079,4.5,4+,Education,1
616,Coach Guitar - Lessons & Easy Tabs For Beginners,132141056,0.0,2416,4.5,4+,Music,12
617,Lobi,38540288,0.0,36,4.0,17+,Social Networking,4
618,MONOPOLY for iPad,979909632,4.99,8165,3.5,4+,Games,8
619,"聚力视频HD-人民的名义,跨界歌王全网热播",90725376,0.0,7446,4.0,12+,Entertainment,1
620,Eden - World Builder,122429440,0.99,26419,4.0,9+,Games,1
621,"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions",12783616,0.99,208,4.0,17+,Entertainment,1
622,Puffin Browser Pro,63474688,3.99,7565,3.5,17+,Utilities,28
623,8mm Vintage Camera,22227968,1.99,3040,4.5,4+,Photo & Video,4
624,GasBuddy,145240064,0.0,145549,4.5,17+,Travel,1
625,Paprika Recipe Manager for iPhone,10426368,4.99,835,4.5,17+,Food & Drink,16
626,BillMinder - Bill Reminder and Organizer,4278742,1.99,4262,4.5,4+,Finance,6
627,myCardLists Christmas Card Address Label Printing,21371904,1.99,219,4.0,4+,Utilities,1
628,Capital One Mobile,273259520,0.0,56110,4.5,4+,Finance,2
629,HotelTonight - Great Deals on Last Minute Hotels,79332352,0.0,32341,4.5,12+,Travel,6
630,The 7th Guest,655987075,4.99,1419,4.0,12+,Games,1
631,Stack the Countries®,188030976,2.99,3303,4.5,4+,Education,1
632,"腾讯视频HD-楚乔传,明日之子6月全网首播",123563008,0.0,2058,4.0,17+,Entertainment,3
633,Secret of Mana,192136192,7.99,990,4.0,9+,Games,6
634,AVPlayerHD,39835648,2.99,1986,4.0,17+,Entertainment,11
635,SimplePhysics,8773632,1.99,8981,4.5,9+,Games,1
636,Hot Springs Story,183409664,4.99,554,4.5,4+,Games,6
637,The Guardian,92966912,0.0,8176,5.0,12+,News,1
638,Annabel Karmel's Baby & Toddler Recipe App,104406016,4.99,53,2.0,4+,Food & Drink,1
639,SecurityCam for iPhone,10469376,0.99,6,1.0,4+,Photo & Video,2
640,La Banque Postale,23792640,0.0,8,3.0,4+,Finance,1
641,"My Score Plus Weight Loss, Food & Exercise Tracker",60144640,0.0,467,4.0,4+,Health & Fitness,1
642,爱奇艺HD -《欢乐颂2》电视剧热播,154600448,0.0,2394,4.0,17+,Entertainment,2
643,Quit Pro,33914880,0.99,287,4.5,12+,Health & Fitness,3
644,Splice - Video Editor + Movie Maker by GoPro,123070464,0.0,28189,4.5,4+,Photo & Video,22
645,Localscope - Find places and people around you,13852672,2.99,868,4.5,12+,Navigation,21
646,Slingo Supreme HD,60013568,0.99,4094,4.5,4+,Games,1
647,VLC Streamer,82395136,2.99,3152,4.5,4+,Entertainment,34
648,Low Carb Diet Tracker PRO by Carb Manager,57810944,2.99,2950,4.5,4+,Health & Fitness,12
649,NOAA Weather Radio,14232576,3.99,3245,4.0,4+,Weather,1
650,Mad Skills Motocross,16949248,0.99,9341,4.5,12+,Games,1
651,Pearson eText,21079040,0.0,981,2.5,4+,Education,8
